pekerjaan,tujuan_pinjaman,agunan,tipe_agunan,status_agunan_terburuk,kondisi_agunan,asuransi_agunan,status_lunas_agunan,jumlah_agunan,nilai_agunan,tenor,usia_agunan,agunan_dibanyak_pinjaman,merk_aset,kesediaan_untuk_digadaikan,jenis_asset_bergerak_atau_tidak,aset_maya,riwayat_agunan_sebelumnya,kemudahan_dijual_kembali,kenaikan_nilai_property_agunan,status_kepemilikan_asset,surat_berharga,cluster,cluster_label
Notaris,Kesehatan,Bangunan,Berwujud,0.0,Cukup,False,Lunas,10.0,83471135.0,12,2,Ya,Merk_J,Ya,Tidak,1.0,Pernah,Meragukan,17.0,Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Bisnis/Usaha,Kendaraan,Berwujud,0.0,Lemah,True,Lunas,3.0,636749.0,44,3,Ya,Merk_B,Tidak,Tidak,0.0,Tidak Pernah,Meragukan,15.0,Non-Pribadi,1.0,1.0,layak
Tidak_Bekerja,Gaya Hidup,Rumah,Berwujud,0.0,Cukup,False,Belum Lunas,6.0,9642210.0,17,2,Ya,Merk_E,Tidak,Ya,0.0,Pernah,Resiko Tinggi,18.0,Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Meragukan,False,Lunas,7.0,263314.0,28,10,Tidak,Merk_B,Ya,Tidak,1.0,Tidak Pernah,Meragukan,18.0,Non-Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Gaya Hidup,Rekening Tabungan dan Deposito,Berwujud,0.0,Cukup,False,Belum Lunas,9.0,978041446.0,8,1,Tidak,Merk_E,Tidak,Tidak,0.0,Tidak Pernah,Lemah,16.0,Pribadi,1.0,1.0,layak
Dokter,Kesehatan,Mesin dan Peralatan,Berwujud,0.0,Kuat,True,Lunas,5.0,394626.0,10,2,Ya,Merk_J,Tidak,Ya,1.0,Pernah,Sangat Lemah,19.0,Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Bisnis/Usaha,Kendaraan,Berwujud,0.0,Sangat Kuat,False,Belum Lunas,8.0,557709410.0,37,8,Ya,Merk_B,Tidak,Tidak,-1.0,Tidak Pernah,Sangat Lemah,1.0,Pribadi,1.0,1.0,layak
Staf_administrasi_resepsionanis_sekretaris,Gaya Hidup,Kendaraan,Berwujud,0.0,Sangat Kuat,True,Lunas,5.0,5736116.0,13,1,Ya,Merk_D,Tidak,Tidak,-1.0,Tidak Pernah,Sangat Lemah,1.0,Non-Pribadi,1.0,1.0,layak
Manager/eksekutif,Tempat Tinggal,Kendaraan,Berwujud,0.0,Sangat Kuat,False,Lunas,4.0,50029885.0,71,13,Ya,Merk_F,Ya,Ya,2.0,Pernah,Sangat Lemah,10.0,Pribadi,1.0,0.0,tidak layak
Akuntan/Akuntan_Publik/Auditor,Gaya Hidup,Kendaraan,Berwujud,0.0,Meragukan,False,Belum Lunas,7.0,185608.0,9,5,Ya,Merk_E,Tidak,Ya,2.0,Tidak Pernah,Meragukan,5.0,Non-Pribadi,1.0,1.0,layak
Pensiunan,Gaya Hidup,Kendaraan,Berwujud,0.0,Meragukan,True,Belum Lunas,6.0,77879.0,24,3,Tidak,Merk_D,Tidak,Ya,1.0,Pernah,Meragukan,6.0,Pribadi,1.0,1.0,layak
Staf_Lainnya,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Kuat,False,Lunas,9.0,45102349.0,107,8,Ya,Merk_F,Tidak,Tidak,-1.0,Pernah,Meragukan,12.0,Non-Pribadi,1.0,0.0,tidak layak
Notaris,Gaya Hidup,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Kuat,True,Lunas,1.0,761923693.0,11,1,Tidak,Merk_E,Ya,Tidak,2.0,Tidak Pernah,Kuat,12.0,Non-Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Kesehatan,Tanah,Berwujud,0.0,Lemah,False,Lunas,3.0,881693328.0,6,1,Ya,Merk_J,Ya,Ya,0.0,Tidak Pernah,Resiko Tinggi,4.0,Pribadi,1.0,1.0,layak
Konsultan/Kontraktor/Arsitek,Tempat Tinggal,Mesin dan Peralatan,Berwujud,0.0,Sangat Kuat,False,Belum Lunas,8.0,2966302.0,69,20,Tidak,Merk_G,Ya,Tidak,2.0,Pernah,Kuat,0.0,Pribadi,1.0,0.0,tidak layak
Dokter,Pendidikan,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,True,Belum Lunas,4.0,899390.0,12,1,Tidak,Merk_H,Tidak,Tidak,0.0,Pernah,Sangat Kuat,20.0,Pribadi,1.0,1.0,layak
Staf_administrasi_resepsionanis_sekretaris,Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Lemah,True,Lunas,2.0,79088015.0,26,5,Ya,Merk_B,Tidak,Tidak,-1.0,Pernah,Meragukan,14.0,Pribadi,1.0,1.0,layak
Pegawai_Toko,Gaya Hidup,Kendaraan,Berwujud,0.0,Sangat Lemah,True,Belum Lunas,9.0,1389119.0,15,1,Tidak,Merk_E,Tidak,Tidak,-1.0,Pernah,Resiko Tinggi,9.0,Non-Pribadi,1.0,1.0,layak
Pelajar,Pendidikan,Mesin dan Peralatan,Berwujud,0.0,Sangat Lemah,True,Lunas,1.0,658903933.0,31,2,Ya,Merk_H,Tidak,Ya,0.0,Tidak Pernah,Meragukan,4.0,Pribadi,1.0,1.0,layak
Pekerjaan_Bangunan/Pabrik/Tambang/Operator_Mesin/Teknisi/Montir,Bisnis/Usaha,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Kuat,True,Belum Lunas,3.0,82582566.0,59,4,Tidak,Merk_B,Tidak,Tidak,2.0,Pernah,Sangat Lemah,3.0,Non-Pribadi,1.0,0.0,tidak layak
Karyawan_Kontrak,Kesehatan,Piutang Usaha,Tak berwujud,0.0,Cukup,True,Belum Lunas,4.0,4389895.0,24,1,Tidak,Merk_J,Tidak,Tidak,1.0,Pernah,Meragukan,0.0,Non-Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Lemah,False,Belum Lunas,8.0,15900797.0,34,6,Ya,Merk_C,Tidak,Ya,-1.0,Tidak Pernah,Sangat Lemah,16.0,Non-Pribadi,1.0,1.0,layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Tempat Tinggal,Rekening Tabungan dan Deposito,Berwujud,0.0,Cukup,False,Lunas,10.0,495105721.0,57,8,Tidak,Merk_G,Tidak,Ya,1.0,Pernah,Cukup,7.0,Pribadi,1.0,0.0,tidak layak
Driver/Pengemudi/Supir/Kurir,Kesehatan,Rekening Tabungan dan Deposito,Berwujud,0.0,Cukup,True,Belum Lunas,1.0,75243559.0,22,2,Tidak,Merk_K,Ya,Tidak,2.0,Tidak Pernah,Sangat Kuat,1.0,Non-Pribadi,1.0,1.0,layak
Aktor/Publik_Figur/Musisi,Bisnis/Usaha,Rekening Tabungan dan Deposito,Berwujud,0.0,Kuat,True,Lunas,7.0,9273764.0,20,2,Tidak,Merk_C,Tidak,Ya,-1.0,Pernah,Resiko Tinggi,8.0,Pribadi,1.0,1.0,layak
Pemilik/Owner/Self-emplyment,Bisnis/Usaha,Mesin dan Peralatan,Berwujud,0.0,Meragukan,True,Belum Lunas,2.0,620238.0,36,10,Tidak,Merk_A,Tidak,Ya,2.0,Pernah,Lemah,8.0,Non-Pribadi,1.0,1.0,layak
Driver/Pengemudi/Supir/Kurir,Pendidikan,Asuransi Jiwa,Tak berwujud,0.0,Resiko Tinggi,False,Belum Lunas,1.0,4150806.0,25,1,Ya,Merk_H,Tidak,Ya,1.0,Tidak Pernah,Lemah,14.0,Non-Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Kesehatan,Kendaraan,Berwujud,0.0,Kuat,True,Belum Lunas,6.0,7036829.0,23,2,Tidak,Merk_K,Ya,Ya,1.0,Tidak Pernah,Sangat Lemah,18.0,Non-Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Tempat Tinggal,Bangunan,Berwujud,0.0,Resiko Tinggi,True,Belum Lunas,2.0,87635.0,93,19,Ya,Merk_G,Tidak,Tidak,-1.0,Tidak Pernah,Cukup,12.0,Pribadi,1.0,0.0,tidak layak
Staf_Lainnya,Pendidikan,Rumah,Berwujud,0.0,Sangat Lemah,False,Lunas,4.0,9159547.0,20,3,Tidak,Merk_H,Tidak,Ya,2.0,Tidak Pernah,Kuat,14.0,Pribadi,1.0,1.0,layak
Notaris,Kesehatan,Rumah,Berwujud,0.0,Resiko Tinggi,True,Lunas,7.0,6274457.0,20,2,Ya,Merk_J,Tidak,Ya,-1.0,Pernah,Meragukan,17.0,Pribadi,1.0,1.0,layak
Ibu_Rumah_Tangga,Gaya Hidup,Tanah,Berwujud,0.0,Sangat Kuat,True,Belum Lunas,1.0,563674.0,11,3,Ya,Merk_E,Tidak,Ya,0.0,Pernah,Meragukan,14.0,Non-Pribadi,1.0,1.0,layak
Tidak_Bekerja,Bisnis/Usaha,Kendaraan,Berwujud,0.0,Kuat,False,Lunas,7.0,824477.0,58,8,Tidak,Merk_C,Ya,Ya,-1.0,Pernah,Meragukan,20.0,Pribadi,1.0,0.0,tidak layak
Pelajar,Pendidikan,Surat Berharga,Tak berwujud,0.0,Cukup,False,Lunas,5.0,9621890.0,37,1,Tidak,Merk_I,Ya,Ya,1.0,Tidak Pernah,Sangat Lemah,9.0,Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Gaya Hidup,Kendaraan,Berwujud,0.0,Resiko Tinggi,True,Lunas,7.0,383267.0,16,2,Ya,Merk_D,Tidak,Ya,-1.0,Tidak Pernah,Kuat,3.0,Non-Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Tempat Tinggal,Tanah,Berwujud,0.0,Sangat Kuat,True,Lunas,3.0,17368161.0,74,11,Tidak,Merk_G,Tidak,Ya,1.0,Pernah,Cukup,10.0,Non-Pribadi,1.0,0.0,tidak layak
Staf_administrasi_resepsionanis_sekretaris,Gaya Hidup,Tanah,Berwujud,0.0,Resiko Tinggi,False,Lunas,1.0,58981699.0,7,2,Tidak,Merk_D,Tidak,Ya,2.0,Pernah,Lemah,11.0,Pribadi,1.0,1.0,layak
TNI/Polri,Bisnis/Usaha,Surat Berharga,Tak berwujud,0.0,Sangat Kuat,True,Belum Lunas,10.0,690465417.0,48,1,Tidak,Merk_B,Ya,Ya,2.0,Tidak Pernah,Cukup,15.0,Non-Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Kesehatan,Tanah,Berwujud,0.0,Lemah,False,Belum Lunas,10.0,354953.0,12,1,Ya,Merk_J,Tidak,Tidak,0.0,Pernah,Lemah,8.0,Pribadi,1.0,1.0,layak
Petugas_Kebersihan,Kesehatan,Kendaraan,Berwujud,0.0,Kuat,True,Belum Lunas,10.0,7483742.0,18,2,Tidak,Merk_J,Tidak,Ya,0.0,Pernah,Resiko Tinggi,18.0,Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Tempat Tinggal,Surat Berharga,Tak berwujud,0.0,Sangat Lemah,True,Lunas,3.0,370362.0,112,7,Ya,Merk_F,Tidak,Tidak,0.0,Pernah,Sangat Lemah,2.0,Pribadi,1.0,0.0,tidak layak
Pekerjaan_Bangunan/Pabrik/Tambang/Operator_Mesin/Teknisi/Montir,Bisnis/Usaha,Bangunan,Berwujud,0.0,Meragukan,True,Lunas,5.0,452950.0,29,8,Ya,Merk_C,Tidak,Tidak,0.0,Pernah,Cukup,13.0,Non-Pribadi,1.0,1.0,layak
Pekerjaan_Bangunan/Pabrik/Tambang/Operator_Mesin/Teknisi/Montir,Gaya Hidup,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,False,Belum Lunas,7.0,33617841.0,7,5,Ya,Merk_D,Ya,Ya,-1.0,Pernah,Kuat,18.0,Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Gaya Hidup,Bangunan,Berwujud,0.0,Meragukan,True,Lunas,7.0,3396040.0,13,3,Ya,Merk_E,Ya,Ya,-1.0,Pernah,Cukup,15.0,Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Tempat Tinggal,Tanah,Berwujud,0.0,Resiko Tinggi,True,Lunas,7.0,5791913.0,116,11,Tidak,Merk_G,Tidak,Ya,1.0,Tidak Pernah,Lemah,1.0,Non-Pribadi,1.0,0.0,tidak layak
Wiraswasta,Kesehatan,Bangunan,Berwujud,0.0,Meragukan,False,Lunas,6.0,110867542.0,22,2,Tidak,Merk_J,Tidak,Tidak,-1.0,Pernah,Sangat Kuat,12.0,Non-Pribadi,1.0,1.0,layak
Supervisor/asisten_manager,Gaya Hidup,Bangunan,Berwujud,0.0,Resiko Tinggi,False,Lunas,4.0,541730.0,21,1,Tidak,Merk_E,Tidak,Ya,-1.0,Pernah,Sangat Lemah,16.0,Non-Pribadi,1.0,1.0,layak
Tidak_Bekerja,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Resiko Tinggi,False,Lunas,7.0,65852121.0,14,1,Tidak,Merk_K,Ya,Tidak,0.0,Pernah,Sangat Lemah,14.0,Pribadi,1.0,1.0,layak
Manager/eksekutif,Bisnis/Usaha,Kendaraan,Berwujud,0.0,Lemah,False,Belum Lunas,7.0,990570.0,12,8,Tidak,Merk_A,Ya,Ya,1.0,Pernah,Cukup,4.0,Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Kesehatan,Kendaraan,Berwujud,0.0,Resiko Tinggi,False,Lunas,5.0,694740688.0,22,1,Ya,Merk_K,Ya,Tidak,0.0,Pernah,Resiko Tinggi,14.0,Pribadi,1.0,1.0,layak
Petugas_Keamanan,Tempat Tinggal,Rumah,Berwujud,0.0,Lemah,False,Belum Lunas,4.0,108988.0,117,19,Ya,Merk_F,Ya,Ya,2.0,Pernah,Sangat Lemah,20.0,Non-Pribadi,1.0,0.0,tidak layak
Akuntan/Akuntan_Publik/Auditor,Kesehatan,Rekening Tabungan dan Deposito,Berwujud,0.0,Lemah,True,Belum Lunas,6.0,502262497.0,23,1,Ya,Merk_K,Tidak,Ya,-1.0,Pernah,Resiko Tinggi,19.0,Pribadi,1.0,1.0,layak
Karyawan_Tetap,Tempat Tinggal,Rekening Tabungan dan Deposito,Berwujud,0.0,Kuat,False,Belum Lunas,5.0,778257556.0,113,19,Tidak,Merk_G,Ya,Tidak,-1.0,Pernah,Sangat Lemah,9.0,Non-Pribadi,1.0,0.0,tidak layak
Pemilik/Owner/Self-emplyment,Tempat Tinggal,Tanah,Berwujud,0.0,Sangat Lemah,True,Lunas,4.0,4241632.0,87,17,Ya,Merk_G,Ya,Tidak,1.0,Pernah,Meragukan,20.0,Pribadi,1.0,0.0,tidak layak
Staf_Lainnya,Tempat Tinggal,Bangunan,Berwujud,0.0,Sangat Lemah,True,Lunas,7.0,45972511.0,29,15,Tidak,Merk_G,Tidak,Tidak,1.0,Tidak Pernah,Sangat Kuat,12.0,Pribadi,1.0,1.0,layak
Pekerjaan_Bangunan/Pabrik/Tambang/Operator_Mesin/Teknisi/Montir,Pendidikan,Tanah,Berwujud,0.0,Cukup,True,Belum Lunas,2.0,26320756.0,17,1,Ya,Merk_I,Tidak,Ya,1.0,Pernah,Sangat Kuat,7.0,Non-Pribadi,1.0,1.0,layak
Pekerjaan_Bangunan/Pabrik/Tambang/Operator_Mesin/Teknisi/Montir,Tempat Tinggal,Piutang Usaha,Tak berwujud,0.0,Cukup,False,Belum Lunas,7.0,957744.0,45,14,Tidak,Merk_F,Ya,Ya,0.0,Pernah,Sangat Kuat,16.0,Non-Pribadi,1.0,1.0,layak
Pemilik/Owner/Self-emplyment,Tempat Tinggal,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Lemah,True,Belum Lunas,2.0,60349497.0,93,15,Ya,Merk_G,Ya,Ya,0.0,Tidak Pernah,Meragukan,8.0,Pribadi,1.0,0.0,tidak layak
Wiraswasta,Tempat Tinggal,Rumah,Berwujud,0.0,Cukup,True,Belum Lunas,9.0,391895.0,59,14,Tidak,Merk_F,Ya,Tidak,1.0,Pernah,Resiko Tinggi,0.0,Non-Pribadi,1.0,0.0,tidak layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,False,Lunas,8.0,73622552.0,57,20,Ya,Merk_F,Ya,Ya,2.0,Pernah,Meragukan,13.0,Non-Pribadi,1.0,0.0,tidak layak
Supervisor/asisten_manager,Kesehatan,Asuransi Jiwa,Tak berwujud,0.0,Sangat Kuat,False,Lunas,5.0,188855.0,14,2,Ya,Merk_K,Tidak,Ya,1.0,Tidak Pernah,Cukup,11.0,Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Pendidikan,Tanah,Berwujud,0.0,Sangat Lemah,False,Belum Lunas,2.0,747387.0,19,3,Ya,Merk_I,Tidak,Tidak,2.0,Pernah,Cukup,16.0,Non-Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Gaya Hidup,Asuransi Jiwa,Tak berwujud,0.0,Sangat Kuat,False,Lunas,3.0,461057665.0,19,1,Tidak,Merk_E,Tidak,Tidak,-1.0,Tidak Pernah,Resiko Tinggi,9.0,Pribadi,1.0,1.0,layak
Staf_Lainnya,Pendidikan,Mesin dan Peralatan,Berwujud,0.0,Cukup,False,Belum Lunas,7.0,821375.0,46,1,Tidak,Merk_I,Tidak,Ya,1.0,Tidak Pernah,Sangat Kuat,3.0,Non-Pribadi,1.0,1.0,layak
Akuntan/Akuntan_Publik/Auditor,Pendidikan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Resiko Tinggi,False,Belum Lunas,6.0,246268.0,38,1,Tidak,Merk_I,Tidak,Ya,2.0,Tidak Pernah,Lemah,0.0,Non-Pribadi,1.0,1.0,layak
Tidak_Bekerja,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Lemah,True,Lunas,5.0,62206244.0,13,2,Ya,Merk_K,Tidak,Tidak,0.0,Pernah,Cukup,18.0,Non-Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Kesehatan,Piutang Usaha,Tak berwujud,0.0,Meragukan,False,Belum Lunas,5.0,337313433.0,15,1,Tidak,Merk_K,Ya,Ya,0.0,Tidak Pernah,Kuat,14.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Toko,Pendidikan,Bangunan,Berwujud,0.0,Cukup,True,Belum Lunas,3.0,371299.0,42,3,Ya,Merk_I,Ya,Ya,0.0,Pernah,Meragukan,5.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Negeri_Sipil,Bisnis/Usaha,Tanah,Berwujud,0.0,Cukup,True,Lunas,9.0,7880415.0,30,7,Tidak,Merk_A,Tidak,Ya,2.0,Tidak Pernah,Cukup,17.0,Pribadi,1.0,1.0,layak
Staf_Lainnya,Gaya Hidup,Mesin dan Peralatan,Berwujud,0.0,Cukup,True,Lunas,9.0,8490171.0,23,1,Tidak,Merk_D,Ya,Ya,-1.0,Pernah,Lemah,4.0,Pribadi,1.0,1.0,layak
Wiraswasta,Tempat Tinggal,Tanah,Berwujud,0.0,Resiko Tinggi,True,Belum Lunas,4.0,136656.0,70,11,Tidak,Merk_F,Tidak,Ya,0.0,Pernah,Kuat,3.0,Non-Pribadi,1.0,0.0,tidak layak
Kru_Kapal/Pesawat,Tempat Tinggal,Bangunan,Berwujud,0.0,Kuat,False,Lunas,5.0,897078.0,25,19,Ya,Merk_F,Tidak,Ya,1.0,Pernah,Lemah,16.0,Non-Pribadi,1.0,1.0,layak
Wiraswasta,Gaya Hidup,Bangunan,Berwujud,0.0,Sangat Kuat,False,Belum Lunas,5.0,706941171.0,23,2,Ya,Merk_E,Tidak,Ya,0.0,Pernah,Kuat,12.0,Non-Pribadi,1.0,1.0,layak
TNI/Polri,Kesehatan,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,True,Lunas,9.0,2656456.0,23,1,Tidak,Merk_K,Tidak,Tidak,-1.0,Tidak Pernah,Cukup,1.0,Pribadi,1.0,1.0,layak
Ibu_Rumah_Tangga,Kesehatan,Mesin dan Peralatan,Berwujud,0.0,Cukup,False,Lunas,10.0,49389178.0,9,2,Tidak,Merk_K,Ya,Tidak,2.0,Pernah,Lemah,15.0,Pribadi,1.0,1.0,layak
Supervisor/asisten_manager,Pendidikan,Surat Berharga,Tak berwujud,0.0,Kuat,False,Belum Lunas,9.0,835432.0,20,3,Tidak,Merk_I,Tidak,Tidak,-1.0,Pernah,Lemah,18.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Tetap,Kesehatan,Bangunan,Berwujud,0.0,Sangat Kuat,True,Belum Lunas,2.0,341814.0,22,1,Tidak,Merk_J,Ya,Ya,2.0,Pernah,Lemah,16.0,Pribadi,1.0,1.0,layak
Karyawan_Tetap,Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Kuat,False,Belum Lunas,1.0,86440003.0,48,8,Tidak,Merk_B,Ya,Tidak,2.0,Pernah,Kuat,11.0,Pribadi,1.0,1.0,layak
Wiraswasta,Tempat Tinggal,Rumah,Berwujud,0.0,Sangat Lemah,False,Belum Lunas,3.0,517311.0,46,18,Ya,Merk_F,Ya,Ya,0.0,Pernah,Kuat,9.0,Non-Pribadi,1.0,1.0,layak
Ibu_Rumah_Tangga,Kesehatan,Kendaraan,Berwujud,0.0,Kuat,True,Belum Lunas,10.0,467246.0,13,1,Tidak,Merk_J,Tidak,Tidak,-1.0,Tidak Pernah,Lemah,16.0,Pribadi,1.0,1.0,layak
Staf_penjualan_dan_pemasaran,Pendidikan,Bangunan,Berwujud,0.0,Meragukan,False,Belum Lunas,4.0,370477152.0,14,3,Ya,Merk_I,Tidak,Ya,-1.0,Pernah,Sangat Lemah,4.0,Non-Pribadi,1.0,1.0,layak
TNI/Polri,Bisnis/Usaha,Bangunan,Berwujud,0.0,Kuat,False,Lunas,2.0,65306245.0,29,7,Ya,Merk_C,Tidak,Tidak,0.0,Pernah,Meragukan,12.0,Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Tempat Tinggal,Kendaraan,Berwujud,0.0,Resiko Tinggi,False,Lunas,9.0,795131.0,32,11,Ya,Merk_G,Ya,Tidak,1.0,Tidak Pernah,Sangat Lemah,4.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Tempat Tinggal,Rekening Tabungan dan Deposito,Berwujud,0.0,Cukup,False,Belum Lunas,6.0,80017716.0,35,19,Tidak,Merk_F,Ya,Tidak,2.0,Pernah,Sangat Kuat,7.0,Non-Pribadi,1.0,1.0,layak
Akuntan/Akuntan_Publik/Auditor,Pendidikan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Meragukan,True,Belum Lunas,2.0,326376006.0,48,1,Tidak,Merk_H,Ya,Ya,1.0,Pernah,Resiko Tinggi,8.0,Pribadi,1.0,1.0,layak
Notaris,Kesehatan,Piutang Usaha,Tak berwujud,0.0,Sangat Lemah,False,Lunas,3.0,760135952.0,20,2,Tidak,Merk_J,Tidak,Ya,0.0,Tidak Pernah,Cukup,18.0,Pribadi,1.0,1.0,layak
Staf_Lainnya,Gaya Hidup,Bangunan,Berwujud,0.0,Resiko Tinggi,True,Lunas,7.0,38063741.0,18,1,Tidak,Merk_D,Tidak,Ya,-1.0,Pernah,Cukup,17.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Negeri_Sipil,Tempat Tinggal,Bangunan,Berwujud,0.0,Kuat,False,Lunas,5.0,97172511.0,108,11,Tidak,Merk_G,Ya,Ya,-1.0,Pernah,Lemah,11.0,Pribadi,1.0,0.0,tidak layak
Pelajar,Pendidikan,Tanah,Berwujud,0.0,Kuat,True,Belum Lunas,2.0,29855520.0,37,2,Tidak,Merk_H,Ya,Ya,2.0,Tidak Pernah,Kuat,9.0,Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Bisnis/Usaha,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Lemah,False,Lunas,7.0,4874834.0,38,5,Ya,Merk_B,Ya,Tidak,-1.0,Tidak Pernah,Kuat,11.0,Non-Pribadi,1.0,1.0,layak
Wiraswasta,Tempat Tinggal,Bangunan,Berwujud,0.0,Cukup,False,Lunas,9.0,17345516.0,24,14,Ya,Merk_F,Tidak,Ya,1.0,Pernah,Kuat,9.0,Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Tempat Tinggal,Tanah,Berwujud,0.0,Sangat Kuat,True,Belum Lunas,2.0,89661159.0,39,11,Ya,Merk_F,Ya,Tidak,2.0,Pernah,Meragukan,0.0,Non-Pribadi,1.0,1.0,layak
Driver/Pengemudi/Supir/Kurir,Kesehatan,Kendaraan,Berwujud,0.0,Resiko Tinggi,True,Belum Lunas,1.0,439983548.0,19,2,Ya,Merk_J,Ya,Tidak,1.0,Tidak Pernah,Sangat Lemah,9.0,Non-Pribadi,1.0,1.0,layak
Akuntan/Akuntan_Publik/Auditor,Pendidikan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Resiko Tinggi,False,Belum Lunas,7.0,304786923.0,34,2,Ya,Merk_I,Ya,Tidak,1.0,Pernah,Sangat Kuat,7.0,Non-Pribadi,1.0,1.0,layak
Akuntan/Akuntan_Publik/Auditor,Bisnis/Usaha,Surat Berharga,Tak berwujud,0.0,Lemah,False,Lunas,10.0,7772393.0,52,10,Ya,Merk_A,Ya,Ya,2.0,Tidak Pernah,Meragukan,1.0,Pribadi,1.0,0.0,tidak layak
Akuntan/Akuntan_Publik/Auditor,Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Lemah,False,Belum Lunas,7.0,81821462.0,50,3,Tidak,Merk_B,Ya,Ya,0.0,Pernah,Resiko Tinggi,10.0,Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Pendidikan,Mesin dan Peralatan,Berwujud,0.0,Meragukan,True,Lunas,2.0,175722644.0,31,3,Ya,Merk_I,Ya,Tidak,0.0,Tidak Pernah,Sangat Kuat,11.0,Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Kesehatan,Asuransi Jiwa,Tak berwujud,0.0,Lemah,True,Belum Lunas,5.0,601433214.0,24,2,Tidak,Merk_J,Tidak,Tidak,0.0,Pernah,Meragukan,17.0,Non-Pribadi,1.0,1.0,layak
Pensiunan,Tempat Tinggal,Tanah,Berwujud,0.0,Resiko Tinggi,True,Belum Lunas,10.0,6927308.0,93,19,Ya,Merk_G,Tidak,Ya,0.0,Pernah,Resiko Tinggi,7.0,Non-Pribadi,1.0,0.0,tidak layak
Staf_administrasi_resepsionanis_sekretaris,Bisnis/Usaha,Mesin dan Peralatan,Berwujud,0.0,Meragukan,True,Belum Lunas,5.0,106222.0,44,4,Tidak,Merk_C,Ya,Ya,0.0,Tidak Pernah,Kuat,10.0,Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Lemah,False,Belum Lunas,1.0,791248.0,10,3,Tidak,Merk_E,Ya,Tidak,0.0,Tidak Pernah,Lemah,9.0,Pribadi,1.0,1.0,layak
Pensiunan,Tempat Tinggal,Rekening Tabungan dan Deposito,Berwujud,0.0,Meragukan,False,Belum Lunas,4.0,972152.0,58,7,Tidak,Merk_F,Tidak,Ya,0.0,Pernah,Lemah,12.0,Non-Pribadi,1.0,0.0,tidak layak
